CP,region,code,Local_athority,S Ref E,S Ref N,S Ref Latitude,S Ref Longitude,Road,Road.Name,RCat,CP.Location
949678,Yorkshire and The Humber,NULL,Rotherham,444492,392764,53.42979566,-1.331845261,C,NULL,CU,NULL
949679,Yorkshire and The Humber,NULL,Rotherham,442999,397259,53.47031983,-1.353701096,C,NULL,CU,NULL
949680,Yorkshire and The Humber,NULL,Rotherham,445364,390558,53.40989427,-1.319039086,C,NULL,CU,NULL
949682,Yorkshire and The Humber,NULL,Rotherham,445987,393749,53.43852077,-1.309203233,C,NULL,CU,NULL
949684,Yorkshire and The Humber,NULL,Rotherham,445359,400388,53.49824515,-1.317700168,C,NULL,CU,NULL
949686,Yorkshire and The Humber,NULL,Rotherham,448567,392605,53.42800796,-1.270544702,C,NULL,CU,NULL
949688,Yorkshire and The Humber,NULL,Rotherham,442412,388257,53.38945773,-1.363752379,B6066,NULL,BR,NULL
949690,Yorkshire and The Humber,NULL,Rotherham,444558,385039,53.36035817,-1.331939793,U,NULL,UR,NULL
949692,Yorkshire and The Humber,NULL,Rotherham,444768,390362,53.4081834,-1.328031991,U,NULL,UU,NULL
949694,Yorkshire and The Humber,NULL,Rotherham,453576,391407,53.41675682,-1.195371516,U,NULL,UU,NULL
949696,Yorkshire and The Humber,NULL,Rotherham,440927,393303,53.43492812,-1.385426428,U,NULL,UU,NULL
949698,Yorkshire and The Humber,NULL,Rotherham,450389,392629,53.42805313,-1.243122798,U,NULL,UU,NULL
949700,Yorkshire and The Humber,NULL,Rotherham,444227,397050,53.46833993,-1.335232343,U,NULL,UU,NULL
949701,Yorkshire and The Humber,NULL,Rotherham,447985,383244,53.34392567,-1.280721914,U,NULL,UU,NULL
949702,Yorkshire and The Humber,NULL,Rotherham,452990,386105,53.36916308,-1.205075542,U,NULL,UU,NULL
949704,Yorkshire and The Humber,NULL,Rotherham,441155,392638,53.42893342,-1.382081415,U,NULL,UU,NULL
949706,Yorkshire and The Humber,NULL,Rotherham,439211,394659,53.44724591,-1.411085978,U,NULL,UU,NULL
949708,Yorkshire and The Humber,NULL,Sheffield,443782,381809,53.33139144,-1.344044609,B6053,NULL,BR,NULL
949710,Yorkshire and The Humber,NULL,Sheffield,428775,397985,53.47781152,-1.567906688,B6088,NULL,BU,NULL
949712,Yorkshire and The Humber,NULL,Sheffield,433928,382243,53.33601366,-1.491955725,B6068,NULL,BU,NULL
949714,Yorkshire and The Humber,NULL,Sheffield,439384,384705,53.35776575,-1.409720385,B6063,NULL,BU,NULL
949716,Yorkshire and The Humber,NULL,Sheffield,441825,386449,53.37325402,-1.372816738,B6066,NULL,BU,NULL
949718,Yorkshire and The Humber,NULL,Sheffield,436119,386943,53.37811376,-1.458519466,B6071,NULL,BU,NULL
949720,Yorkshire and The Humber,NULL,Sheffield,438231,392802,53.43062689,-1.42606539,B6082,NULL,BU,NULL
949722,Yorkshire and The Humber,NULL,Sheffield,435432,385310,53.36348237,-1.469028497,B6388,NULL,BU,NULL
949724,Yorkshire and The Humber,NULL,Sheffield,442932,381428,53.32803642,-1.356858553,C,NULL,CR,NULL
949728,Yorkshire and The Humber,NULL,Sheffield,424549,390827,53.41368637,-1.632135345,C,NULL,CR,NULL
949730,Yorkshire and The Humber,NULL,Sheffield,432138,391809,53.42210681,-1.517865941,U,NULL,UR,NULL
949732,Yorkshire and The Humber,NULL,Sheffield,439640,384674,53.35746805,-1.405878096,U,NULL,UU,NULL
949734,Yorkshire and The Humber,NULL,Sheffield,434389,381603,53.33023149,-1.485102302,U,NULL,UU,NULL
949736,Yorkshire and The Humber,NULL,Sheffield,438020,383706,53.3488861,-1.430332973,U,NULL,UU,NULL
949738,Yorkshire and The Humber,NULL,Sheffield,431676,387061,53.37945846,-1.525292626,U,NULL,UU,NULL
949740,Yorkshire and The Humber,NULL,Sheffield,431074,386970,53.37867614,-1.534350815,U,NULL,UU,NULL
949742,Yorkshire and The Humber,NULL,Sheffield,435176,397571,53.47370308,-1.471511245,U,NULL,UU,NULL
949744,Yorkshire and The Humber,NULL,Sheffield,432525,385092,53.36170915,-1.512732377,U,NULL,UU,NULL
949745,Yorkshire and The Humber,NULL,Sheffield,435113,386191,53.37142222,-1.47372434,U,NULL,UU,NULL
949746,Yorkshire and The Humber,NULL,Sheffield,438875,384633,53.35715616,-1.417376473,U,NULL,UU,NULL
949748,Yorkshire and The Humber,NULL,Sheffield,435991,381907,53.33285776,-1.461014571,U,NULL,UU,NULL
949750,Yorkshire and The Humber,NULL,Sheffield,427479,397716,53.47546266,-1.587456769,U,NULL,UU,NULL
949752,Yorkshire and The Humber,NULL,Sheffield,434392,392306,53.42643228,-1.483896033,U,NULL,UU,NULL
949754,Yorkshire and The Humber,NULL,Sheffield,443288,382263,53.33551255,-1.351399969,U,NULL,UU,NULL
949756,Yorkshire and The Humber,NULL,Sheffield,434804,386701,53.37602658,-1.478312337,U,NULL,UU,NULL
949758,Yorkshire and The Humber,NULL,Sheffield,437273,390342,53.40858454,-1.44077318,U,NULL,UU,NULL
949760,Yorkshire and The Humber,NULL,Sheffield,439006,388510,53.39199351,-1.414931196,U,NULL,UU,NULL
949762,Yorkshire and The Humber,NULL,Sheffield,426339,398378,53.48147088,-1.604576792,U,NULL,UU,NULL
949764,Yorkshire and The Humber,NULL,Sheffield,437130,393125,53.43360847,-1.4425973,U,NULL,UU,NULL
949766,Yorkshire and The Humber,NULL,Sheffield,439018,383222,53.34446336,-1.415401519,U,NULL,UU,NULL
949767,Yorkshire and The Humber,NULL,Sheffield,433691,384810,53.35910169,-1.495242361,U,NULL,UU,NULL
949768,Yorkshire and The Humber,NULL,Sheffield,433218,389861,53.40453114,-1.50181973,U,NULL,UU,NULL
949770,Yorkshire and The Humber,NULL,Sheffield,431217,389042,53.39729145,-1.53199718,U,NULL,UU,NULL
949772,Yorkshire and The Humber,NULL,Sheffield,439696,384190,53.3531136,-1.405097308,U,NULL,UU,NULL
949774,Yorkshire and The Humber,NULL,Sheffield,442948,380814,53.32251643,-1.356701317,U,NULL,UU,NULL
949776,Yorkshire and The Humber,NULL,Sheffield,443234,381650,53.33000726,-1.352294274,U,NULL,UU,NULL
949778,Yorkshire and The Humber,NULL,Sheffield,434775,384686,53.35791719,-1.478969137,U,NULL,UU,NULL
949780,Yorkshire and The Humber,NULL,Sheffield,434460,380790,53.3229194,-1.484124375,U,NULL,UU,NULL
949782,Yorkshire and The Humber,NULL,Sheffield,429690,385891,53.36905703,-1.555255776,U,NULL,UU,NULL
949784,Yorkshire and The Humber,NULL,Sheffield,435016,386831,53.37718109,-1.475111474,U,NULL,UU,NULL
949786,Yorkshire and The Humber,NULL,Wakefield,440646,416654,53.64482466,-1.386630949,B6273,NULL,BR,NULL
949788,Yorkshire and The Humber,NULL,Wakefield,443540,412254,53.60504695,-1.343470834,B6422,NULL,BR,NULL
949789,Yorkshire and The Humber,NULL,Wakefield,440270,415028,53.63023967,-1.392528176,B6428,NULL,BR,NULL
949790,Yorkshire and The Humber,NULL,Wakefield,427354,418126,53.65891568,-1.587560254,B6117,NULL,BR,NULL
949792,Yorkshire and The Humber,NULL,Wakefield,441861,424125,53.71187541,-1.367247975,B6421,NULL,BR,NULL
949794,Yorkshire and The Humber,NULL,Wakefield,429921,418434,53.66154395,-1.548688641,B6128,NULL,BU,NULL
949796,Yorkshire and The Humber,NULL,Wakefield,428308,419933,53.67510626,-1.57296088,B6128,NULL,BU,NULL
949798,Yorkshire and The Humber,NULL,Wakefield,447650,418271,53.65876802,-1.280444023,C,NULL,CR,NULL
949800,Yorkshire and The Humber,NULL,Wakefield,439094,424479,53.71527098,-1.409123272,C,NULL,CR,NULL
949802,Yorkshire and The Humber,NULL,Wakefield,437639,424514,53.71569218,-1.431164056,U,NULL,UR,NULL
949804,Yorkshire and The Humber,NULL,Wakefield,427929,421422,53.68850953,-1.578564361,U,NULL,UR,NULL
949806,Yorkshire and The Humber,NULL,Wakefield,446006,425713,53.72579948,-1.304217139,U,NULL,UU,NULL
949808,Yorkshire and The Humber,NULL,Wakefield,431467,419598,53.6719154,-1.525176746,U,NULL,UU,NULL
949810,Yorkshire and The Humber,NULL,Wakefield,443240,424785,53.71769505,-1.346264498,U,NULL,UU,NULL
949811,Yorkshire and The Humber,NULL,Wakefield,448633,423206,53.70303053,-1.264799016,U,NULL,UU,NULL
949812,Yorkshire and The Humber,NULL,Wakefield,432898,423215,53.70433643,-1.503134967,U,NULL,UU,NULL
949814,Yorkshire and The Humber,NULL,Wakefield,445765,422958,53.70106026,-1.308275577,U,NULL,UU,NULL
949816,Yorkshire and The Humber,NULL,Wakefield,442946,426143,53.72992428,-1.350531185,U,NULL,UU,NULL
949818,Yorkshire and The Humber,NULL,Wakefield,442798,425090,53.72047258,-1.35291957,U,NULL,UU,NULL
949820,Yorkshire and The Humber,NULL,Wakefield,442806,426120,53.72972904,-1.352656238,U,NULL,UU,NULL
949822,Yorkshire and The Humber,NULL,Wakefield,440647,424553,53.71581777,-1.385583899,U,NULL,UU,NULL
949824,Yorkshire and The Humber,NULL,Wakefield,431350,421231,53.68659953,-1.526783255,U,NULL,UU,NULL
949826,Yorkshire and The Humber,NULL,Wakefield,440089,423366,53.70519254,-1.39419155,U,NULL,UU,NULL
949828,Yorkshire and The Humber,NULL,Wakefield,440707,424150,53.71219112,-1.384727654,U,NULL,UU,NULL
949830,Yorkshire and The Humber,NULL,York,459467,457112,54.00661639,-1.094154385,B1363,NULL,BR,NULL
949832,Yorkshire and The Humber,NULL,York,466760,449685,53.93898566,-0.984521243,B1228,NULL,BR,NULL
949833,Yorkshire and The Humber,NULL,York,460018,451693,53.95785475,-1.08681402,B1227,NULL,BU,NULL
949834,Yorkshire and The Humber,NULL,York,462780,450437,53.94624056,-1.044985341,C,NULL,CR,NULL
949836,Yorkshire and The Humber,NULL,York,458047,444440,53.89289871,-1.118222512,C,NULL,CR,NULL
949840,Yorkshire and The Humber,NULL,York,460816,456916,54.00469825,-1.073613656,C,NULL,CU,NULL
949842,Yorkshire and The Humber,NULL,York,461762,457140,54.00659915,-1.059137172,U,NULL,UR,NULL
949844,Yorkshire and The Humber,NULL,York,464454,449823,53.94051751,-1.019614075,U,NULL,UR,NULL
949846,Yorkshire and The Humber,NULL,York,459180,453876,53.97756882,-1.099160527,U,NULL,UU,NULL
949848,Yorkshire and The Humber,NULL,York,457882,451150,53.95321791,-1.119465122,U,NULL,UU,NULL
949850,Yorkshire and The Humber,NULL,York,459417,455268,53.99005097,-1.095276459,U,NULL,UU,NULL
949852,Yorkshire and The Humber,NULL,York,458928,454499,53.98319619,-1.102882041,U,NULL,UU,NULL
949854,Yorkshire and The Humber,NULL,York,457071,447446,53.92002103,-1.13251236,U,NULL,UU,NULL
949855,Yorkshire and The Humber,NULL,York,462819,451369,53.95461123,-1.044199783,U,NULL,UU,NULL
949856,Yorkshire and The Humber,NULL,York,456820,450466,53.94718848,-1.1357732,U,NULL,UU,NULL
949858,Yorkshire and The Humber,NULL,York,460340,450919,53.95086176,-1.082060182,U,NULL,UU,NULL
949860,Yorkshire and The Humber,NULL,York,462680,452682,53.96642728,-1.046048371,U,NULL,UU,NULL
950822,Wales,NULL,Blaenau Gwent,314022,208616,51.76959393,-3.247402308,B4256,NULL,BU,NULL
950824,Wales,NULL,Blaenau Gwent,316298,210123,51.78348576,-3.214790245,U,NULL,UU,NULL
950826,Wales,NULL,Blaenau Gwent,314551,208396,51.76769746,-3.239683745,U,NULL,UU,NULL
950828,Wales,NULL,Blaenau Gwent,313054,210859,51.78960622,-3.261989543,U,NULL,UU,NULL
950830,Wales,NULL,Bridgend,291038,179364,51.50267527,-3.571251614,B4181,NULL,BU,NULL
950832,Wales,NULL,Bridgend,288346,178322,51.49278394,-3.609690002,C,NULL,CR,NULL
950834,Wales,NULL,Bridgend,283257,177467,51.48407067,-3.682677223,C,NULL,CU,NULL
950835,Wales,NULL,Bridgend,285691,190938,51.60564113,-3.652019918,C,NULL,CU,NULL
950836,Wales,NULL,Bridgend,286670,190739,51.60405066,-3.637825012,C,NULL,CU,NULL
950838,Wales,NULL,Bridgend,294140,180459,51.51310755,-3.526906246,U,NULL,UR,NULL
950840,Wales,NULL,Bridgend,288756,179289,51.50155618,-3.604091909,U,NULL,UR,NULL
950842,Wales,NULL,Bridgend,280928,177593,51.48471709,-3.716245043,U,NULL,UR,NULL
950844,Wales,NULL,Bridgend,284592,190963,51.60564144,-3.667890526,U,NULL,UR,NULL
950846,Wales,NULL,Bridgend,289856,179615,51.50470191,-3.588352622,U,NULL,UU,NULL
950850,Wales,NULL,Bridgend,281476,178057,51.4890025,-3.708512541,U,NULL,UU,NULL
950852,Wales,NULL,Bridgend,280986,178248,51.49061609,-3.715631151,U,NULL,UU,NULL
950854,Wales,NULL,Caerphilly,317415,201125,51.70276784,-3.196462308,B4511,NULL,BR,NULL
950856,Wales,NULL,Caerphilly,317805,193802,51.63699684,-3.189094636,B4251,NULL,BR,NULL
950857,Wales,NULL,Caerphilly,318174,196062,51.65736656,-3.184293315,B4251,NULL,BU,NULL
950858,Wales,NULL,Caerphilly,321890,193688,51.63655498,-3.130054607,B4591,NULL,BU,NULL
950860,Wales,NULL,Caerphilly,315239,187213,51.5773854,-3.22456864,B4600,NULL,BU,NULL
950862,Wales,NULL,Caerphilly,311199,205950,51.74518856,-3.287620482,C,NULL,CR,NULL
950864,Wales,NULL,Caerphilly,319228,200669,51.69893299,-3.170127121,C,NULL,CR,NULL
950866,Wales,NULL,Caerphilly,320690,196940,51.66562042,-3.148128958,C,NULL,CU,NULL
950868,Wales,NULL,Caerphilly,315058,198616,51.67986191,-3.229949747,C,NULL,CU,NULL
950870,Wales,NULL,Caerphilly,317602,187746,51.5825276,-3.19060181,U,NULL,UR,NULL
950872,Wales,NULL,Caerphilly,317625,204106,51.72959549,-3.194129967,C,NULL,CR,NULL
950874,Wales,NULL,Caerphilly,313453,205694,51.74324055,-3.25491767,U,NULL,UR,NULL
950876,Wales,NULL,Caerphilly,313308,205811,51.74426981,-3.257046453,U,NULL,UR,NULL
950878,Wales,NULL,Caerphilly,314279,187157,51.57673663,-3.238405109,U,NULL,UU,NULL
950879,Wales,NULL,Caerphilly,325344,189943,51.60335838,-3.079356229,U,NULL,UU,NULL
950880,Wales,NULL,Caerphilly,314860,187674,51.58147225,-3.230148497,U,NULL,UU,NULL
950882,Wales,NULL,Caerphilly,315154,198926,51.68266306,-3.228637046,U,NULL,UU,NULL
950884,Wales,NULL,Caerphilly,314537,188686,51.59052041,-3.235055628,U,NULL,UU,NULL
950886,Wales,NULL,Caerphilly,316830,201247,51.703778,-3.204954798,U,NULL,UU,NULL
950888,Wales,NULL,Caerphilly,324231,190470,51.60794705,-3.095537783,U,NULL,UU,NULL
950890,Wales,NULL,Caerphilly,315195,191413,51.61513364,-3.226220066,U,NULL,UU,NULL
950892,Wales,NULL,Cardiff,318851,182606,51.53650312,-3.17139167,B4562,NULL,BU,NULL
950896,Wales,NULL,Cardiff,312729,181867,51.52894558,-3.25945251,B4262,NULL,BU,NULL
950898,Wales,NULL,Cardiff,311959,177021,51.48526403,-3.269338126,C,NULL,CR,NULL
950901,Wales,NULL,Cardiff,313654,176530,51.48111193,-3.244813161,C,NULL,CU,NULL
950902,Wales,NULL,Cardiff,318370,182799,51.53816865,-3.178369923,C,NULL,CU,NULL
950904,Wales,NULL,Cardiff,314499,180224,51.51444725,-3.233544189,C,NULL,CU,NULL
950908,Wales,NULL,Cardiff,320357,176806,51.48457802,-3.148370978,C,NULL,CU,NULL
950910,Wales,NULL,Cardiff,311995,175338,51.47014067,-3.268399956,C,NULL,CU,NULL
950912,Wales,NULL,Cardiff,314713,181184,51.52310942,-3.230693658,C,NULL,CU,NULL
950914,Wales,NULL,Cardiff,317739,176327,51.47989675,-3.185953846,U,NULL,UR,NULL
950916,Wales,NULL,Cardiff,319434,175980,51.47702165,-3.161471954,U,NULL,UU,NULL
950918,Wales,NULL,Cardiff,315809,179695,51.50988885,-3.214543926,U,NULL,UU,NULL
950920,Wales,NULL,Cardiff,318691,182579,51.53623735,-3.173691769,U,NULL,UU,NULL
950922,Wales,NULL,Cardiff,319433,180095,51.51401379,-3.162427212,U,NULL,UU,NULL
950923,Wales,NULL,Cardiff,318223,177458,51.49013424,-3.179248127,U,NULL,UU,NULL
950924,Wales,NULL,Cardiff,316826,177058,51.48633439,-3.199270424,U,NULL,UU,NULL
950926,Wales,NULL,Cardiff,312738,181621,51.52673562,-3.259261778,U,NULL,UU,NULL
950928,Wales,NULL,Cardiff,318290,180959,51.52161636,-3.179095628,U,NULL,UU,NULL
950930,Wales,NULL,Cardiff,319971,181136,51.52344855,-3.15491265,U,NULL,UU,NULL
950932,Wales,NULL,Cardiff,324283,180516,51.51847033,-3.092639546,U,NULL,UU,NULL
950934,Wales,NULL,Cardiff,323020,179826,51.51209644,-3.110687553,U,NULL,UU,NULL
950936,Wales,NULL,Cardiff,317462,176365,51.48019794,-3.189950628,U,NULL,UU,NULL
950938,Wales,NULL,Cardiff,317374,181997,51.53081398,-3.192538878,U,NULL,UU,NULL
950940,Wales,NULL,Cardiff,319375,179315,51.50699363,-3.16308423,U,NULL,UU,NULL
950942,Wales,NULL,Cardiff,316093,178743,51.5013732,-3.210225798,U,NULL,UU,NULL
950944,Wales,NULL,Cardiff,318107,175338,51.47105952,-3.180426262,U,NULL,UU,NULL
950945,Wales,NULL,Cardiff,318080,177027,51.48623901,-3.18120717,U,NULL,UU,NULL
950948,Wales,NULL,Cardiff,319719,178017,51.49537414,-3.157832947,U,NULL,UU,NULL
950950,Wales,NULL,Cardiff,315692,176988,51.48553697,-3.21558172,U,NULL,UU,NULL
950952,Wales,NULL,Cardiff,318191,178199,51.49679088,-3.179880938,U,NULL,UU,NULL
950954,Wales,NULL,Cardiff,318356,175925,51.47637245,-3.176977992,U,NULL,UU,NULL
950956,Wales,NULL,Cardiff,319479,177419,51.48996416,-3.161152736,U,NULL,UU,NULL
950958,Wales,NULL,Cardiff,318843,178535,51.49990549,-3.170568152,U,NULL,UU,NULL
950960,Wales,NULL,Cardiff,318521,177237,51.48819063,-3.174905843,U,NULL,UU,NULL
950962,Wales,NULL,Cardiff,316312,181586,51.5269627,-3.207747356,U,NULL,UU,NULL
950964,Wales,NULL,Cardiff,312638,176036,51.47651499,-3.259317902,U,NULL,UU,NULL
950966,Wales,NULL,Cardiff,319184,180531,51.51789763,-3.166114815,U,NULL,UU,NULL
950967,Wales,NULL,Cardiff,316775,180877,51.5206577,-3.200907119,U,NULL,UU,NULL
950968,Wales,NULL,Cardiff,316021,176455,51.4807946,-3.210717727,U,NULL,UU,NULL
950970,Wales,NULL,Cardiff,320068,180936,51.52166439,-3.15346938,U,NULL,UU,NULL
950972,Wales,NULL,Cardiff,315505,180476,51.51686414,-3.219110808,U,NULL,UU,NULL
950974,Wales,NULL,Cardiff,324107,180183,51.51545308,-3.095103775,U,NULL,UU,NULL
950976,Wales,NULL,Cardiff,319595,180498,51.51765971,-3.160185244,U,NULL,UU,NULL
950978,Wales,NULL,Cardiff,317645,183466,51.54405916,-3.188977167,U,NULL,UU,NULL
950982,Wales,NULL,Cardiff,324928,181452,51.52697103,-3.083545237,U,NULL,UU,NULL
950984,Wales,NULL,Carmarthenshire,232271,231976,51.96089827,-4.442617394,B4299,NULL,BR,NULL
950986,Wales,NULL,Carmarthenshire,242936,206189,51.73235009,-4.275810899,B4308,NULL,BR,NULL
950988,Wales,NULL,Carmarthenshire,223686,209671,51.75789944,-4.556049176,B4314,NULL,BR,NULL
950989,Wales,NULL,Carmarthenshire,228670,222995,51.87912977,-4.490503921,B4299,NULL,BR,NULL
950990,Wales,NULL,Carmarthenshire,251839,217227,51.83394851,-4.15170461,B4310,NULL,BR,NULL
950992,Wales,NULL,Carmarthenshire,250044,211321,51.78040674,-4.175178719,B4306,NULL,BU,NULL
950994,Wales,NULL,Carmarthenshire,251300,203917,51.71421929,-4.153817783,C,NULL,CR,NULL
950996,Wales,NULL,Carmarthenshire,222665,208941,51.75102008,-4.570454076,C,NULL,CR,NULL
950998,Wales,NULL,Carmarthenshire,261506,245633,52.09166371,-4.022965116,C,NULL,CR,NULL
951000,Wales,NULL,Carmarthenshire,221407,218042,51.83236373,-4.59334637,C,NULL,CR,NULL
951002,Wales,NULL,Carmarthenshire,219751,221440,51.86235082,-4.619125269,C,NULL,CR,NULL
951004,Wales,NULL,Carmarthenshire,241296,220342,51.85903477,-4.306019184,C,NULL,CU,NULL
951006,Wales,NULL,Carmarthenshire,256975,213925,51.80561955,-4.075853631,C,NULL,CU,NULL
951008,Wales,NULL,Carmarthenshire,245633,218240,51.84136765,-4.242153268,C,NULL,CR,NULL
951011,Wales,NULL,Carmarthenshire,236816,210536,51.76965189,-4.366394597,U,NULL,UR,NULL
951012,Wales,NULL,Carmarthenshire,260323,212080,51.78988858,-4.02658335,U,NULL,UR,NULL
951014,Wales,NULL,Carmarthenshire,247958,224365,51.89703417,-4.211129943,U,NULL,UR,NULL
951016,Wales,NULL,Carmarthenshire,255448,208258,51.75430856,-4.095623972,U,NULL,UR,NULL
951018,Wales,NULL,Carmarthenshire,246562,209332,51.76159259,-4.224734241,U,NULL,UU,NULL
951020,Wales,NULL,Ceredigion,238975,259932,52.2140094,-4.358344942,B4342,NULL,BR,NULL
951022,Wales,NULL,Ceredigion,231931,242461,52.05497656,-4.452707946,B4571,NULL,BR,NULL
951024,Wales,NULL,Ceredigion,263159,274969,52.35565448,-4.010729221,B4575,NULL,BR,NULL
951026,Wales,NULL,Ceredigion,267398,272157,52.33143129,-3.947414585,B4340,NULL,BR,NULL
951028,Wales,NULL,Ceredigion,248423,242708,52.06195515,-4.212485522,C,NULL,CR,NULL
951030,Wales,NULL,Ceredigion,254279,265144,52.2650972,-4.136766396,C,NULL,CR,NULL
951032,Wales,NULL,Ceredigion,265693,284460,52.44155572,-3.977355491,C,NULL,CR,NULL
951033,Wales,NULL,Ceredigion,250082,247251,52.10322114,-4.190302883,C,NULL,CR,NULL
951034,Wales,NULL,Ceredigion,265221,275932,52.36481802,-3.980858693,U,NULL,UR,NULL
951036,Wales,NULL,Ceredigion,244341,240509,52.0410678,-4.27097783,U,NULL,UR,NULL
951038,Wales,NULL,Ceredigion,260638,281607,52.41465706,-4.050483567,C,NULL,CU,NULL
951040,Wales,NULL,Swansea,266446,194880,51.63682578,-3.931264285,B5444,NULL,BR,NULL
951042,Wales,NULL,Swansea,261194,196906,51.65375838,-4.007911347,B4620,NULL,BR,NULL
951044,Wales,NULL,Swansea,259138,200763,51.68790368,-4.039168197,B4296,NULL,BU,NULL
951046,Wales,NULL,Swansea,270381,197605,51.66223504,-3.875447199,B4291,NULL,BU,NULL
951048,Wales,NULL,Swansea,252899,195110,51.63551046,-4.126977728,B4295,NULL,BU,NULL
951050,Wales,NULL,Swansea,267586,206060,51.73756052,-3.919046402,C,NULL,CR,NULL
951052,Wales,NULL,Swansea,258806,199673,51.67802608,-4.043526566,C,NULL,CU,NULL
951054,Wales,NULL,Swansea,268117,195197,51.64006901,-3.907252241,U,NULL,UR,NULL
951055,Wales,NULL,Swansea,260825,202438,51.70337556,-4.015448502,U,NULL,UR,NULL
951056,Wales,NULL,Swansea,263291,193985,51.62802488,-3.976475678,U,NULL,UR,NULL
951058,Wales,NULL,Swansea,257060,194188,51.62829941,-4.066518154,U,NULL,UR,NULL
